"Date","AY","Fund_Code","Fund_Title","Fund_Title_Long","Fall_Original_Offers_Count","Fall_Original_Offers_Amount","Fall_Current_Offered_Count","Fall_Current_Offered_Amount","Fall_Offered_Count","Fall_Offered_Amount","Fall_Accepted_Count","Fall_Accepted_Amount","Fall_Original_Declined_Count","Fall_Declined_Amount","Fall_Cancelled_Count","Fall_Cancelled_Amount","Fall_Authorized_Count","Fall_Authorized_Amount","Fall_Paid_Count","Fall_Paid_Amount","Spring_Original_Offers_Count","Spring_Original_Offers_Amount","Spring_Current_Offered_Count","Spring_Current_Offered_Amount","Spring_Offered_Count","Spring_Offered_Amount","Spring_Accepted_Count","Spring_Accepted_Amount","Spring_Original_Declined_Count","Spring_Declined_Amount","Spring_Cancelled_Count","Spring_Cancelled_Amount","Spring_Authorized_Count","Spring_Authorized_Amount","Spring_Paid_Count","Spring_Paid_Amount","Summer_Original_Offers_Count","Summer_Original_Offers_Amount","Summer_Current_Offered_Count","Summer_Current_Offered_Amount","Summer_Offered_Count","Summer_Offered_Amount","Summer_Accepted_Count","Summer_Accepted_Amount","Summer_Original_Declined_Count","Summer_Declined_Amount","Summer_Cancelled_Count","Summer_Cancelled_Amount","Summer_Authorized_Count","Summer_Authorized_Amount","Summer_Paid_Count","Summer_Paid_Amount","Fund_Type","Fund_Source","Federal_Fund_ID","Fund_Cross_Reference","TOT_CURRENT_OFFERED_COUNT","TOT_CURRENT_OFFERED_AMOUNT","TOT_OFFERED_COUNT","TOT_OFFERED_AMOUNT","TOT_ACCEPTED_COUNT","TOT_ACCEPTED_AMOUNT","TOT_ORIGINAL_DECLINED_COUNT","TOT_DECLINED_AMOUNT","TOT_CANCELLED_COUNT","TOT_CANCELLED_AMOUNT","TOT_AUTHORIZED_COUNT","TOT_AUTHORIZED_AMOUNT","TOT_PAID_COUNT","TOT_PAID_AMOUNT"
"15-JUN-20","1920","316258","Day GA Commitment Scholarship","Day GA Commitment Scholarship",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316258","Day GA Commitment Scholarship","Day GA Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316259","Geoffry and Megan Hodgson GCS","Geoffry and Megan Hodgson Georgia Commitment Scholarship
",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316259","Geoffry and Megan Hodgson GCS","Geoffry and Megan Hodgson Georgia Commitment Scholarship
",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316259","Geoffry and Megan Hodgson GCS","Geoffry and Megan Hodgson Georgia Commitment Scholarship
",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316260","Rogers Family Scholarship GCS","Rogers Family Georgia Commitment Scholarship
",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316260","Rogers Family Scholarship GCS","Rogers Family Georgia Commitment Scholarship
",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","2021","316260","Rogers Family Scholarship GCS","Rogers Family Georgia Commitment Scholarship
",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,0,0,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316261","Ash Family GCS Fund","Ash Family Georgia Commitment Scholarship Fund",1,1304,1,1751,0,0,1,1751,0,0,0,0,0,0,1,1751,1,1303,1,1749,0,0,1,1749,0,0,0,0,0,0,1,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316261","Ash Family GCS Fund","Ash Family Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316261","Ash Family GCS Fund","Ash Family Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316262","Ben and Callie Hall GCS Fund","Ben and Callie Hall Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316262","Ben and Callie Hall GCS Fund","Ben and Callie Hall Georgia Commitment Scholarship Fund",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316263","Sai Reddy GCS Fund","Sai Reddy Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316264","Jane Howard Young GCS Fund II","Jane Howard Young Georgia Commitment Scholarship Fund II",2,5250,2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250,2,5250,2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,10500,0,0,4,10500,0,0,0,0,0,0,4,10500
"15-JUN-20","1920","316264","Jane Howard Young GCS Fund II","Jane Howard Young Georgia Commitment Scholarship Fund II",2,1750,2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250,2,1750,2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,10500,0,0,4,10500,0,0,0,0,0,0,4,10500
"15-JUN-20","2021","316264","Jane Howard Young GCS Fund II","Jane Howard Young Georgia Commitment Scholarship Fund II",2,5250,2,5250,0,0,2,5250,0,0,0,0,0,0,0,0,2,5250,2,5250,0,0,2,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",4,10500,0,0,4,10500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316265","Jane Howard Young GCS Fund I","Jane Howard Young Georgia Commitment Scholarship Fund I",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316265","Jane Howard Young GCS Fund I","Jane Howard Young Georgia Commitment Scholarship Fund I",1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","2021","316265","Jane Howard Young GCS Fund I","Jane Howard Young Georgia Commitment Scholarship Fund I",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,0,0,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316266","Catherine Z. Bickerstaff GCS","Catherine Z. Bickerstaff Georgia Commitment Scholarship
",2,3500,1,1750,1,0,1,1750,0,0,1,1750,0,0,2,1750,2,3500,1,1750,1,0,1,1750,0,0,1,1750,0,0,2,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,2,0,2,3500,0,0,2,3500,0,0,4,3500
"15-JUN-20","1920","316266","Catherine Z. Bickerstaff GCS","Catherine Z. Bickerstaff Georgia Commitment Scholarship
",3,5250,1,1750,2,0,1,1750,0,0,2,3500,0,0,2,1750,3,5250,1,1750,2,0,1,1750,0,0,2,3500,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,4,0,2,3500,0,0,4,7000,0,0,3,3500
"15-JUN-20","2021","316266","Catherine Z. Bickerstaff GCS","Catherine Z. Bickerstaff Georgia Commitment Scholarship
",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316267","Robert and Cathy Law GCS Fund","Robert 'Buzz' and Cathy A. Law Georgia Commitment Scholarship Fund",2,3500,1,1750,1,0,1,1750,0,0,1,1750,0,0,2,1750,2,3500,1,1750,1,0,1,1750,0,0,1,1750,0,0,2,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,2,0,2,3500,0,0,2,3500,0,0,4,3500
"15-JUN-20","1920","316267","Robert and Cathy Law GCS Fund","Robert 'Buzz' and Cathy A. Law Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316267","Robert and Cathy Law GCS Fund","Robert 'Buzz' and Cathy A. Law Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1920","316268","Waltman GCS Fund","Waltman Georgia Commitment Scholarship Fund",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","2021","316268","Waltman GCS Fund","Waltman Georgia Commitment Scholarship Fund",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,0,0,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,0,0
"15-JUN-20","1920","316269","Bob Medlin Family GCS Fund","Bob Medlin Family Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316269","Bob Medlin Family GCS Fund","Bob Medlin Family Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1920","316272","Dasher Family GCS Fund","Dasher Family Georgia Commitment Scholarship Fund",1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250
"15-JUN-20","2021","316272","Dasher Family GCS Fund","Dasher Family Georgia Commitment Scholarship Fund",1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,0,0,1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,0,0
"15-JUN-20","1920","316273","Corbett Family GCS Fund","Corbett Family Georgia Commitment Scholarship Fund",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1819","316274","Brooks and Sarah Watkins GCS","Brooks and Sarah Watkins Georgia Commitment Scholarship
",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316274","Brooks and Sarah Watkins GCS","Brooks and Sarah Watkins Georgia Commitment Scholarship
",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1819","316275","Connally Family GCS Fund II","Connally Family Georgia Commitment Scholarship Fund II - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316275","Connally Family GCS Fund II","Connally Family Georgia Commitment Scholarship Fund II - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316275","Connally Family GCS Fund II","Connally Family Georgia Commitment Scholarship Fund II - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316276","James and Nina Jackson GCS","James C. and Nina Ford Jackson Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316276","James and Nina Jackson GCS","James C. and Nina Ford Jackson Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316278","SPIA Five GCS","SPIA Five - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316278","SPIA Five GCS","SPIA Five - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316279","Tess Lawson GCS Fund","Tess Lawson Georgia Commitment Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316279","Tess Lawson GCS Fund","Tess Lawson Georgia Commitment Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316279","Tess Lawson GCS Fund","Tess Lawson Georgia Commitment Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316280","William and Sara Smith GCS","William and Sara Smith - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316280","William and Sara Smith GCS","William and Sara Smith - Georgia Commitment Scholarship",1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,0,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","1920","316281","Barrow GCS Scholarship Fund","Barrow GCS Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316281","Barrow GCS Scholarship Fund","Barrow GCS Scholarship Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1920","316282","Dr. Moses Waddel GCS Fund","Dr. Moses Waddel GCS Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,2,3500
"15-JUN-20","2021","316282","Dr. Moses Waddel GCS Fund","Dr. Moses Waddel GCS Fund - Georgia Commitment Scholarship",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
"15-JUN-20","1920","316283","Johan Family GCS Fund","Johan Family GCS Fund - Georgia Commitment Scholarship",1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250
"15-JUN-20","2021","316283","Johan Family GCS Fund","Johan Family GCS Fund - Georgia Commitment Scholarship",1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,0,0,1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316284","Black Alumni GCS Fund","Black Alumni Fund (Georgia Commitment Scholarship)",1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250
"15-JUN-20","1920","316284","Black Alumni GCS Fund","Black Alumni Fund (Georgia Commitment Scholarship)",1,0,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,1,0,1,2625,0,0,1,2625,0,0,0,0,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,2,5250
"15-JUN-20","2021","316284","Black Alumni GCS Fund","Black Alumni Fund (Georgia Commitment Scholarship)",1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,0,0,1,2625,1,2625,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,5250,0,0,2,5250,0,0,0,0,0,0,0,0
"15-JUN-20","1819","316285","Timothy and Jeanette Adams GCS","Georgia Commitment Scholarship - Timothy and Jeanette Adams",1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316285","Timothy and Jeanette Adams GCS","Georgia Commitment Scholarship - Timothy and Jeanette Adams",1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,1,0,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,7000,0,0,2,7000,0,0,0,0,0,0,2,7000
"15-JUN-20","1920","316286","Ash Family Sch Fund I GCS","Ash Family Scho Fund I-GCS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",1,3500,0,0,1,3500,0,0,0,0,0,0,1,3500
"15-JUN-20","2021","316286","Ash Family Sch Fund I GCS","Ash Family Scho Fund I-GCS",1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,1,1750,1,1750,0,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",2,3500,0,0,2,3500,0,0,0,0,0,0,0,0
